counter,brick_name,x,y
1,brick_98,-8,-8
2,brick_97,8,-8
3,brick_86,-8.0,-8.0
4,brick_66,8.0,-8.0
5,brick_0,8.0,-8.0
6,brick_11,11.200000000000003,1.6000000000000014
7,brick_22,4.452904128761308,10.400559832050416
8,brick_89,8.0,-8.0
9,brick_54,-8.0,-7.999999999999998
10,brick_87,-4.307564918824912,-8.0
11,brick_90,-8.0,-8.0
12,brick_88,0.11631875028601613,-8.0
13,brick_79,8.0,-8.0
14,brick_76,-8.0,-8.0
15,brick_65,8.0,-8.0
16,brick_78,-8.0,-8.0
17,brick_91,8.0,-8.0
18,brick_68,-8.0,-8.0
19,brick_94,8.0,-8.0
20,brick_95,-7.871496040133138,-8.0
21,brick_96,8.0,-8.0
22,brick_84,-8.0,-8.0
23,brick_67,8.0,-8.0
24,brick_43,-8.0,-8.0
25,brick_64,-8.0,8.0
26,brick_56,-8.0,-8.0
27,brick_92,8.0,-8.0
28,brick_85,-8.0,-8.0
29,brick_75,8.000000000000004,-8.0
30,brick_80,-8.0,-8.0
31,brick_81,8.0,-8.0
32,brick_74,-1.6386302000375963,-8.0
33,brick_32,-8.0,-8.0
34,brick_42,-8.0,8.0
35,brick_69,-8.0,-8.0
36,brick_93,8.0,-8.0
37,brick_73,-8.0,-8.0
38,brick_77,3.9796171758182375,-0.8843766028763262
39,brick_57,8.0,-0.8843766028763262
40,brick_46,8.0,-8.0
41,brick_58,8.0,8.0
42,brick_45,0.016673637032582178,-8.0
43,brick_83,8.0,-8.0
44,brick_72,-8.0,-8.0
45,brick_47,8.0,-8.0
46,brick_70,8.0,8.0
47,brick_82,8.0,-8.0
48,brick_71,-8.0,-8.0
49,brick_59,8.0,-8.0
50,brick_36,-8.0,-8.0
51,brick_35,6.113285424464042,-8.0
52,brick_21,-7.307314854016685,-8.0
53,brick_53,-7.307314854016685,8.0
54,brick_9,-0.584067745705382,-10.819228957932243
55,brick_10,5.26062432736726,-9.472205765398297
56,brick_24,-8.0,-8.0
57,brick_48,8.0,-8.0
58,brick_62,-8.0,-8.0
59,brick_63,8.0,-8.0
60,brick_60,8.0,-5.424718030581154
61,brick_31,-3.284394936657918,-5.424718030581154
62,brick_51,-8.0,-5.424718030581154
63,brick_61,-8.0,5.424718030581154
64,brick_49,8.0,-6.273034125427205
65,brick_37,-5.613032223217374,-6.273034125427203
66,brick_40,8.0,-6.273034125427203
67,brick_39,-8.0,-6.273034125427203
68,brick_29,8.745245127217036,-5.183786724360957
69,brick_52,8.745245127217036,5.183786724360957
70,brick_6,-8.0,5.183786724360957
71,brick_7,-0.7026251943411701,9.506732490184937
72,brick_17,-0.7026251943411701,9.506732490184941
73,brick_28,-0.7026251943411701,9.506732490184941
74,brick_50,-0.7026251943411701,9.506732490184941
75,brick_16,-0.7026251943411701,9.506732490184945
76,brick_55,-8.0,-8.0
77,brick_1,4.775650111123667,8.0
78,brick_33,-4.775650111123667,8.0
79,brick_44,4.775650111123667,8.0
80,brick_41,8.0,-8.0
81,brick_30,-8.0,-8.0
82,brick_19,8.0,-8.0
83,brick_34,-8.0,-8.0
84,brick_23,7.25384925369454,-8.0
85,brick_20,-8.0,-8.0
86,brick_13,8.0,-8.0
87,brick_25,8.0,8.0
88,brick_14,8.0,-8.0
89,brick_27,-8.0,-7.999999999999998
90,brick_18,4.698171806321074,10.292093163117487
91,brick_8,4.698171806321074,10.292093163117487
